PP.1,PP.2,PP.3,PP.5,PP.6,PP.7,PP1.5,PP1.6,PP1.7,PP1.8,PP1.9,PP2.0,PP100,PP150,PP200,PP250,PP300,PP350,PP750,PP800,PP850,PP900,PP950,PP1000,PP0.15,PP0.145,PP0.14,PP0.135,PP0.13,PP0.12,PP0.075,PP0.07,PP0.065,PP0.06,PP0.055,PP0.05,PP.8,PP.9,PP1.0,PP1.1,PP1.2,PP1.3,PP1.4,PP400,PP450,PP500,PP550,PP600,PP650,PP700,PP0.115,PP0.11,PP0.095,PP0.09,PP0.085,PP0.08,Fault Class
0.072364224,0.056976673,0.051519794,0.047020044,0.04586877,0.045032533,0.042232745,0.042082179,0.041950414,0.041834356,0.041629189,0.041532308,0.072394351,0.072390215,0.072382581,0.072378124,0.072384765,0.072377055,0.072361438,0.072361813,0.072359476,0.072357723,0.072362759,0.072364224,0.058602123,0.059624763,0.06077254,0.061721783,0.062651826,0.066260162,0.084706825,0.088197169,0.092212556,0.096881113,0.102371446,0.108915877,0.044395079,0.04389126,0.043485926,0.043153536,0.042843025,0.042607252,0.042406066,0.072381908,0.072375636,0.072381782,0.072377733,0.072369193,0.072361145,0.072362188,0.067607278,0.067383825,0.07431624,0.076497659,0.078934431,0.081649521,1
0.14068423,0.112027295,0.101749755,0.093215479,0.091026324,0.089433457,0.084122691,0.08383693,0.083587163,0.083367473,0.08307778,0.082900045,0.140743664,0.140736623,0.140729411,0.140720409,0.14072653,0.140714742,0.140681555,0.140682047,0.140676655,0.140672684,0.140678805,0.14068423,0.115497779,0.117355272,0.119424494,0.121084037,0.122676421,0.129767243,0.162703868,0.168867257,0.175930946,0.184107156,0.193671883,0.205001304,0.088217404,0.087254969,0.086480001,0.085844067,0.085283341,0.084834608,0.084451997,0.140720477,0.140711193,0.140719588,0.140711934,0.140696384,0.140685491,0.140687048,0.132189857,0.131531003,0.144196194,0.14810485,0.152465567,0.157288906,1
0.207164603,0.167188868,0.152688088,0.140570433,0.137451338,0.135177168,0.127579849,0.127170098,0.126812057,0.126497237,0.126130214,0.125878215,0.207252446,0.207243798,0.207237685,0.207225185,0.207230539,0.207215285,0.207164122,0.207164467,0.207155779,0.207149343,0.207155952,0.207164603,0.171939716,0.174499594,0.177338158,0.179536178,0.181588153,0.192221109,0.237142305,0.245447952,0.254933744,0.265866104,0.278588405,0.293563844,0.133437754,0.13205871,0.130947086,0.130034117,0.129244535,0.128600913,0.128052128,0.207221585,0.207209494,0.207219597,0.207208729,0.207186137,0.207172969,0.207174537,0.195556068,0.194314986,0.211985923,0.217337812,0.223295022,0.229827805,1
0.271606519,0.22217155,0.20403349,0.188781703,0.184841216,0.181961836,0.172307478,0.171785307,0.171329047,0.170927897,0.170491248,0.170171836,0.271717222,0.271708681,0.271704744,0.27169021,0.27169503,0.271677284,0.271609581,0.271609664,0.271597625,0.271588628,0.271595246,0.271606519,0.227641362,0.230773388,0.234232052,0.236801804,0.239117426,0.253271878,0.307938792,0.317902421,0.329248367,0.342270755,0.357347593,0.374984613,0.179755087,0.178002194,0.176587574,0.175424687,0.174428508,0.173608575,0.172909316,0.2716842,0.271669771,0.271681286,0.271667807,0.27163837,0.271623644,0.27162491,0.257372107,0.255427305,0.277502813,0.284033473,0.291283272,0.299151683,1
0.333808398,0.276675777,0.255471019,0.237528964,0.232875331,0.229466954,0.217987682,0.217364887,0.21682067,0.216342176,0.215843746,0.215463927,0.333931475,0.333925286,0.333925072,0.333910452,0.333915499,0.333896616,0.333815638,0.33381549,0.333800226,0.333788716,0.333794981,0.333808398,0.28237541,0.285961931,0.289907293,0.29270348,0.295115999,0.312760688,0.375004439,0.386185059,0.398889229,0.413414621,0.430146945,0.449600034,0.226849196,0.224765598,0.223082028,0.221696709,0.220516522,0.219539164,0.218705412,0.333904584,0.333888548,0.333901433,0.333886154,0.333850281,0.333834846,0.333835684,0.317481078,0.314718161,0.340561724,0.348026337,0.356288176,0.365142738,1
0.393574002,0.33040116,0.306681205,0.286483974,0.281224248,0.277362561,0.264291079,0.263579576,0.262957775,0.262411028,0.261858729,0.261425597,0.393693986,0.393692867,0.393698369,0.393686094,0.393692654,0.39367439,0.393585323,0.393585125,0.393566955,0.393553125,0.393558786,0.393574002,0.335906245,0.339838771,0.34414868,0.347041184,0.349403827,0.370456843,0.438254804,0.450253926,0.463871648,0.479387075,0.497171679,0.517721341,0.274389938,0.27201879,0.270100405,0.268520267,0.26717879,0.266063034,0.265110905,0.393684247,0.39366762,0.393682098,0.393666055,0.393624367,0.393609224,0.393609702,0.375660381,0.371979687,0.400983087,0.409156566,0.418173048,0.427687619,1
0.450734961,0.383069244,0.357362833,0.335333299,0.329572424,0.325331917,0.310899288,0.310110993,0.309421988,0.308816088,0.308217813,0.307738475,0.450831596,0.4508385,0.450852041,0.450844965,0.450854816,0.450839345,0.450749493,0.45074959,0.450729043,0.450713234,0.450718148,0.450734961,0.388000776,0.392175668,0.396733786,0.399600653,0.401777044,0.426063082,0.497633634,0.510096379,0.524238429,0.540300538,0.558622648,0.579663714,0.322059879,0.31944394,0.31732464,0.315577155,0.314097015,0.312861841,0.311807424,0.450852351,0.450836474,0.450853066,0.450837548,0.450790892,0.45077723,0.450777624,0.431628331,0.42695373,0.458615408,0.467292457,0.476829047,0.486699441,1
0.50513363,0.434407792,0.407217672,0.38376338,0.377603342,0.373056695,0.357490353,0.356637075,0.355891155,0.355235131,0.354598686,0.354080196,0.505182446,0.505200169,0.50522415,0.50522539,0.505240705,0.505230606,0.505149635,0.505150562,0.505128406,0.50511112,0.505115253,0.50513363,0.438483729,0.442809273,0.447513787,0.450251931,0.452130322,0.479423018,0.553096335,0.565713291,0.580044199,0.596274813,0.614700825,0.635731306,0.369539535,0.366720807,0.364433965,0.362546228,0.36094976,0.359613931,0.358473149,0.505248454,0.505235035,0.505254592,0.505241192,0.505190654,0.5051799,0.505180724,0.485234538,0.479500772,0.513317903,0.522312859,0.532157306,0.542099682,1
0.556623957,0.484152966,0.455953042,0.43146336,0.425002412,0.420219922,0.403741785,0.40283512,0.402042398,0.401345124,0.400678154,0.400127452,0.556597489,0.556628163,0.556664688,0.556677332,0.556700452,0.556698598,0.556638703,0.55664122,0.556618503,0.556600426,0.556603853,0.556623957,0.487187657,0.491582623,0.496344287,0.498866723,0.500355815,0.530362938,0.604612435,0.61712127,0.631357276,0.647438863,0.665609239,0.686219755,0.416510337,0.41352972,0.411107906,0.409106406,0.407415467,0.405997371,0.404785841,0.556723349,0.556714482,0.556738207,0.556728863,0.556675792,0.556669673,0.556671715,0.536313506,0.529468749,0.564961214,0.574107714,0.584069201,0.593819003,1
0.605084814,0.532063553,0.503296293,0.478139713,0.471471615,0.466520633,0.449345193,0.448396419,0.447566735,0.446836851,0.446146769,0.445570615,0.604954555,0.60499917,0.605049605,0.605076294,0.605109345,0.605118643,0.605094396,0.605099528,0.605077637,0.605059666,0.605062579,0.605084814,0.533946127,0.538335711,0.543072845,0.545302424,0.546323006,0.578659638,0.652181346,0.664367392,0.678273934,0.693945092,0.711567659,0.731431721,0.46266929,0.459566241,0.457040939,0.454951329,0.453187101,0.451704589,0.450437483,0.605152522,0.605150629,0.605180041,0.605177046,0.605123058,0.605123658,0.605128023,0.584656084,0.576668741,0.613440653,0.622591224,0.632499394,0.641811971,1
0.650411627,0.577914192,0.548988505,0.523510294,0.51672364,0.511668069,0.494000675,0.49302066,0.492163497,0.491409332,0.490703256,0.49010817,0.650150649,0.650208723,0.650273307,0.650315802,0.650360208,0.650383193,0.650410769,0.65041985,0.650400567,0.650383848,0.650386566,0.650411627,0.578638058,0.582958058,0.5876016,0.589477042,0.589969724,0.62418408,0.695825497,0.707520621,0.72090911,0.735959863,0.752803248,0.771668049,0.507723216,0.504535432,0.501936795,0.499783684,0.497966506,0.496436739,0.495128658,0.650428198,0.650435845,0.65047263,0.650478561,0.650425494,0.650435276,0.650443409,0.630141343,0.62099203,0.658667682,0.66769318,0.677396944,0.686050833,1
0.692514892,0.621495475,0.592785075,0.56730527,0.560482893,0.555382742,0.537418057,0.536417167,0.535541578,0.534771085,0.534055777,0.533447984,0.692100866,0.692170329,0.692247957,0.69230683,0.692362853,0.692401226,0.6924968,0.692511478,0.692497021,0.692482981,0.692485959,0.692514892,0.621157434,0.625353938,0.629846927,0.631321937,0.631245566,0.666819769,0.735589393,0.746669126,0.759393121,0.773660105,0.789547345,0.807225075,0.55138986,0.548153007,0.545509623,0.543316389,0.541465595,0.539904917,0.538569773,0.692458602,0.69247817,0.692523885,0.692541384,0.692491173,0.692512897,0.692526562,0.672660863,0.66234208,0.700568289,0.709357194,0.718723459,0.726527002,1
0.731326861,0.662621889,0.634464046,0.609275729,0.602494172,0.597405145,0.579325686,0.578313705,0.577428234,0.576648925,0.575930736,0.575316115,0.730745164,0.730822466,0.730910679,0.730985195,0.731051649,0.731105911,0.731283275,0.731305451,0.731298443,0.731288793,0.731292617,0.731326861,0.661398983,0.665425212,0.669718926,0.670757444,0.670082901,0.706423117,0.771545888,0.781925236,0.793876316,0.807238044,0.822040571,0.838400423,0.593406627,0.590154074,0.587492758,0.58528137,0.583415141,0.581838946,0.580489854,0.731175623,0.731208916,0.731264576,0.731295985,0.731250418,0.731286912,0.731308067,0.712082881,0.700603235,0.739089615,0.747547274,0.756459872,0.76326088,1
0.766797752,0.701129267,0.673824055,0.649191984,0.642521056,0.637494208,0.619469088,0.618455142,0.617567764,0.616786648,0.61607147,0.615455512,0.766044292,0.76612469,0.766219842,0.766308036,0.766382223,0.766451504,0.76671941,0.766751046,0.766754346,0.766751016,0.766756376,0.766797752,0.699288202,0.703106674,0.707163135,0.707742138,0.706455795,0.742910198,0.803790344,0.813418632,0.82452206,0.836894262,0.850526166,0.865486898,0.633529084,0.630291681,0.627637287,0.625428149,0.623563384,0.621986006,0.620635189,0.766531913,0.766579802,0.766645478,0.766692402,0.766652809,0.766706572,0.76673713,0.748331872,0.735711247,0.774196083,0.782243858,0.790603035,0.79629975,1
0.798894744,0.736874394,0.710684415,0.68684404,0.680346458,0.675427916,0.657611779,0.656604275,0.655722337,0.654945877,0.654239099,0.653626863,0.79797815,0.79805613,0.798153686,0.798252557,0.798330429,0.798412509,0.798772422,0.798815226,0.798831577,0.798836543,0.798844167,0.798894744,0.734766936,0.738349562,0.742141434,0.742250417,0.740353303,0.776220541,0.832436146,0.841291339,0.851501672,0.86283277,0.875245369,0.888768413,0.671531623,0.668337513,0.665712779,0.663524601,0.661676806,0.660111424,0.658770127,0.798500326,0.798562537,0.798637105,0.798700038,0.798667025,0.798739762,0.798781251,0.781355054,0.767623134,0.805868354,0.813442708,0.821165624,0.825716312,1
0.827606448,0.769738836,0.744889367,0.722046149,0.715777266,0.711008,0.693540109,0.692546678,0.691676854,0.690910918,0.690217394,0.689613473,0.826549233,0.826619023,0.826713943,0.826819664,0.82689617,0.826987635,0.827432506,0.827487558,0.827519091,0.827534091,0.827544646,0.827606448,0.767782177,0.771107941,0.774615627,0.77425277,0.771755991,0.806287045,0.857614353,0.865697296,0.874994144,0.885260991,0.896437814,0.908521004,0.707212194,0.704086653,0.701512068,0.699361749,0.69754494,0.696003493,0.694681916,0.827078171,0.82715321,0.827234337,0.82731245,0.827285787,0.827377987,0.827431212,0.811095391,0.796293734,0.834107825,0.841159396,0.848181884,0.851610242,1
0.852943749,0.799628043,0.776307568,0.754636653,0.748644268,0.744059925,0.727063455,0.726090911,0.725239159,0.724488989,0.723813004,0.723221499,0.851782094,0.851838226,0.851925379,0.852033498,0.852103058,0.85219952,0.852713793,0.852781238,0.852828974,0.85285518,0.85286918,0.852943749,0.798308668,0.801364365,0.804576713,0.803749139,0.800674411,0.833085987,0.879468321,0.886797195,0.895181212,0.9043851,0.914337249,0.925009125,0.74039234,0.737357655,0.734851354,0.732753896,0.730980524,0.729473647,0.728180882,0.852287167,0.852372346,0.852456687,0.852547811,0.852526509,0.852637179,0.852701966,0.837537703,0.821716702,0.858937524,0.865430222,0.8717094,0.874103655,1
0.874941891,0.826471008,0.804832092,0.784478309,0.778802567,0.77443337,0.758014903,0.757069204,0.756240737,0.75551092,0.754856173,0.754280671,0.873723897,0.873761741,0.873836306,0.873941937,0.873998982,0.87409535,0.874656063,0.874734951,0.874798452,0.874836209,0.874853956,0.874941891,0.826347041,0.829127052,0.832040916,0.830763541,0.827141782,0.856625908,0.898149078,0.904754346,0.912243549,0.920406519,0.929168416,0.938483061,0.770917725,0.767993108,0.765570794,0.763539236,0.761820132,0.760357103,0.759101093,0.874174173,0.874265733,0.874349267,0.874450022,0.87443255,0.874559131,0.874634211,0.860698606,0.843915769,0.880404306,0.886314505,0.891831179,0.893336396,1
0.893664026,0.850221735,0.830382095,0.811460244,0.80613361,0.802004315,0.786253509,0.785339736,0.784539001,0.78383345,0.783203037,0.782646594,0.892446525,0.892462732,0.892520566,0.892618626,0.89265813,0.892748935,0.893327579,0.893415874,0.893493134,0.893541826,0.893563397,0.893664026,0.851916003,0.854420188,0.857037939,0.855330192,0.851197554,0.876928555,0.913813101,0.919733175,0.926359685,0.933521196,0.941146744,0.949179185,0.798660257,0.795861794,0.793536695,0.791582069,0.789926402,0.788515112,0.78730262,0.89281327,0.892906583,0.892985008,0.893091054,0.893075593,0.893214061,0.893297099,0.880609464,0.86293027,0.898582517,0.903898438,0.90865822,0.909462958,1
0.909201388,0.870858855,0.852902508,0.835497915,0.830545233,0.826675139,0.811664595,0.810786938,0.810017604,0.809339548,0.808735955,0.808201088,0.908045718,0.908038527,0.908076469,0.908161982,0.908179918,0.908259685,0.908824524,0.90891925,0.909006812,0.909064873,0.909090125,0.909201388,0.875063166,0.877296393,0.879625402,0.877510403,0.872907025,0.894052682,0.926618786,0.931896549,0.93770378,0.943917728,0.950476868,0.957318986,0.823518242,0.820858874,0.81864172,0.816773029,0.815188289,0.813835221,0.812671814,0.908304662,0.908394544,0.908463649,0.908570023,0.908554695,0.908699829,0.908787573,0.897337977,0.878834285,0.913574269,0.918295529,0.922328115,0.9226475,1
0.921671955,0.888385566,0.872363889,0.856533198,0.851971818,0.848374838,0.834160155,0.83332191,0.832586862,0.831938842,0.831363946,0.830852631,0.920639195,0.920608587,0.920624684,0.920693143,0.920686828,0.920750485,0.921269065,0.921366541,0.921459789,0.921524819,0.921553404,0.921671955,0.895861961,0.897833498,0.899885451,0.897389095,0.892357544,0.90808972,0.936723983,0.941404239,0.946444557,0.951776639,0.957352279,0.963109195,0.845416636,0.842906176,0.840805205,0.839029427,0.83752143,0.836231654,0.835121699,0.920772424,0.920853512,0.92090951,0.921011013,0.920994062,0.921139835,0.92122837,0.910983845,0.891732621,0.925508093,0.92964534,0.933002058,0.933059533,1
0.931217992,0.902830024,0.888762565,0.874534717,0.870374697,0.867059477,0.853679479,0.852883053,0.852184402,0.851568274,0.851023349,0.850537023,0.930364188,0.930311895,0.930305537,0.930353264,0.93032158,0.930364853,0.930806502,0.930902634,0.930996187,0.931065159,0.93109653,0.931217992,0.914401093,0.916122986,0.917912115,0.915061187,0.909643817,0.919149738,0.944284861,0.94841273,0.952745568,0.957270987,0.961956286,0.966743197,0.86430754,0.861952722,0.859973716,0.858295825,0.856868723,0.855645916,0.85459259,0.930361536,0.930428703,0.930468501,0.930560099,0.930540031,0.930680076,0.930765126,0.92166569,0.901749151,0.934536395,0.938110916,0.94086098,0.940870682,1
0.938001848,0.914245034,0.902119948,0.889497325,0.885741688,0.882711779,0.870188917,0.869435846,0.868774939,0.868191888,0.867677618,0.867217189,0.937373651,0.937303028,0.937274989,0.937299456,0.93724294,0.937262695,0.937600832,0.937691423,0.937779599,0.937849099,0.937882523,0.938001848,0.930784766,0.932271147,0.933813534,0.930635112,0.924872963,0.92736743,0.94945491,0.95307509,0.956765478,0.960566946,0.964462921,0.968402325,0.880169829,0.877974387,0.876120727,0.874543739,0.873200059,0.872046527,0.87105184,0.937233511,0.937282267,0.937303675,0.937380882,0.937356568,0.937484666,0.937561929,0.929525885,0.909030449,0.94083108,0.943874256,0.946100226,0.946251519,1
0.942201569,0.922707981,0.912482076,0.901441756,0.898086816,0.895340887,0.883681798,0.88297277,0.882350213,0.881800772,0.88131727,0.880883135,0.941832644,0.941748421,0.941700801,0.941700864,0.941621679,0.94161618,0.941830274,0.941911341,0.941988613,0.942055111,0.942089696,0.942201569,0.945127865,0.946394411,0.947707444,0.944228508,0.938160422,0.932897743,0.952385111,0.955541897,0.95865935,0.961825364,0.965038775,0.968258039,0.893008946,0.89097372,0.88924647,0.887771505,0.886512203,0.885428923,0.884493752,0.941562148,0.941588993,0.94159086,0.94165007,0.941620813,0.941731366,0.941796842,0.934725975,0.913741127,0.94457895,0.947131499,0.948924383,0.949369677,1
0.944006194,0.928320323,0.919918818,0.910413926,0.907449653,0.90498175,0.894177969,0.89351286,0.892928546,0.892412622,0.891959458,0.891551517,0.943914655,0.943822589,0.943758666,0.943734695,0.943636479,0.943605544,0.943682603,0.943750657,0.943812099,0.943872212,0.943906939,0.944006194,0.957547015,0.958609985,0.959711362,0.955958,0.949619476,0.93590661,0.953224616,0.955962512,0.958580194,0.961203523,0.963844998,0.966474231,0.902856324,0.900979399,0.899377408,0.898003773,0.896828296,0.895814973,0.894939111,0.943529217,0.943531922,0.943514197,0.94355295,0.943518526,0.943606966,0.943657256,0.937437823,0.916055566,0.945976775,0.94808776,0.949542134,0.950388702,1
0.943610946,0.931206398,0.924522651,0.916483773,0.913894219,0.911694057,0.901722868,0.90110078,0.900553931,0.900070836,0.899647064,0.89926475,0.943797992,0.94370445,0.94362844,0.943582327,0.943469944,0.943414979,0.943350477,0.943402771,0.943444429,0.943495168,0.943528941,0.943610946,0.968158217,0.969034036,0.969941381,0.965938685,0.95936162,0.93657049,0.952121656,0.954486363,0.956680433,0.958856779,0.961039135,0.963209292,0.909768353,0.908045215,0.906565241,0.905290529,0.9041969,0.903252031,0.902434241,0.943320258,0.94329804,0.943261761,0.943278917,0.943239586,0.943302697,0.943335253,0.937842591,0.9161563,0.945226286,0.946951872,0.948161346,0.949467488,1
0.941213354,0.931512158,0.926407716,0.919744373,0.917508129,0.915561424,0.90638683,0.905806147,0.905295349,0.904843837,0.904448034,0.904090343,0.941663197,0.941574676,0.941491424,0.941426461,0.941305664,0.941229585,0.941027785,0.941062496,0.941081678,0.941120659,0.94115236,0.941213354,0.977073521,0.977778576,0.978509253,0.974281387,0.967800073,0.935072793,0.949225256,0.951264822,0.953113879,0.95494065,0.956777372,0.958618566,0.913825588,0.912249306,0.91088616,0.909706361,0.908691273,0.90781223,0.907050309,0.941121434,0.94107503,0.94102225,0.941018063,0.940974552,0.941010689,0.941023995,0.936127053,0.914230215,0.94253012,0.94393214,0.944985425,0.946760978,1
0.937009687,0.929402995,0.925708362,0.920310552,0.918401249,0.916690075,0.908263887,0.907722324,0.907245581,0.906823893,0.906454196,0.906119718,0.937690788,0.93761343,0.937528039,0.937448665,0.937325689,0.937232709,0.936906371,0.936922713,0.93691818,0.936943785,0.93697234,0.937009687,0.984395876,0.984946144,0.985516893,0.981086966,0.97834774,0.931598591,0.944686737,0.946452636,0.948037173,0.949612347,0.951216186,0.952856156,0.915131458,0.913692888,0.912439592,0.911349224,0.910408143,0.909591256,0.908882114,0.937116809,0.937048438,0.936982077,0.936958172,0.936911641,0.936920827,0.936914504,0.93247856,0.910463776,0.938088148,0.939232508,0.940210282,0.942421178,1
0.931192007,0.925060872,0.922577345,0.918317171,0.916704013,0.915207186,0.90747021,0.906964876,0.906519662,0.906125572,0.905779722,0.905466683,0.932059502,0.931998655,0.931916099,0.931827541,0.93170864,0.931603941,0.931173404,0.931171674,0.931143716,0.931155198,0.931179643,0.931192007,0.990218069,0.990629025,0.991055894,0.986446122,0.986729863,0.926333096,0.938660912,0.940208855,0.941610666,0.943031694,0.944513359,0.946076065,0.913810634,0.912498637,0.911346595,0.910338843,0.909466128,0.908706783,0.908046522,0.931486277,0.931399476,0.931323126,0.931282378,0.931234351,0.931218254,0.931193089,0.927083377,0.905041152,0.932094465,0.93304946,0.93402215,0.936598466,1
0.923946514,0.918681477,0.917184282,0.913917707,0.912566027,0.911259516,0.904142817,0.903670282,0.903253598,0.902884463,0.902559857,0.902266153,0.924945629,0.924905506,0.924830278,0.924738147,0.92462913,0.924518436,0.924010079,0.923991618,0.923942027,0.923939551,0.923959103,0.923946514,0.994622571,0.994909243,0.995207664,0.990439577,0.99303572,0.919460008,0.931307417,0.932697783,0.933999283,0.935362025,0.936828955,0.93843328,0.91000767,0.908809346,0.907748532,0.906815398,0.906004423,0.905297167,0.904681171,0.924404837,0.924304177,0.924221839,0.924168146,0.924120429,0.924082213,0.924040104,0.92012507,0.898142576,0.924735749,0.925570352,0.926596886,0.929443645,1
0.915452444,0.91047084,0.909713635,0.907282402,0.906154248,0.905011598,0.898437838,0.897994203,0.897602639,0.897255456,0.89694919,0.896672436,0.916522549,0.916506004,0.916441852,0.916351756,0.916257596,0.916146728,0.915590851,0.915557945,0.91548987,0.915474494,0.915488609,0.915452444,0.997680906,0.997857874,0.998042659,0.993137191,0.997312666,0.911159738,0.92279125,0.924089063,0.925372506,0.926770181,0.928325384,0.930083923,0.903885218,0.902786153,0.901805306,0.900937767,0.900181053,0.899519704,0.898942733,0.916042412,0.915933116,0.91584888,0.91578683,0.915741384,0.915685435,0.915629248,0.911782953,0.889942956,0.916190226,0.916972432,0.918099959,0.921109643,1
0.905881584,0.90064172,0.900362395,0.898596155,0.897650894,0.896643668,0.890528494,0.890109464,0.889739262,0.889410722,0.889119645,0.888857216,0.906960558,0.90696895,0.906918687,0.906835893,0.906760468,0.906654949,0.90608333,0.906039014,0.905956712,0.9059303,0.905938722,0.905881584,0.999455091,0.999536577,0.999622019,0.996656249,0.999614224,0.90160897,0.913282541,0.914556985,0.915903563,0.917425715,0.919166658,0.921184601,0.895621963,0.894606482,0.893693308,0.892881483,0.892170834,0.891548596,0.891004881,0.906564168,0.906451691,0.906369409,0.906303881,0.906262656,0.906194188,0.906127527,0.902231739,0.880611543,0.906627318,0.907422604,0.908687174,0.911752683,1
0.895398937,0.889410502,0.88933801,0.888056691,0.88725163,0.886349858,0.880603327,0.880204286,0.87985141,0.879537956,0.879258724,0.879007803,0.896427499,0.896460641,0.896426002,0.896355119,0.89630106,0.896205809,0.895649309,0.895597109,0.895505587,0.895470652,0.895473432,0.895398937,1,1,1,0.999178122,1,0.890980782,0.90295614,0.904279632,0.905768462,0.90749993,0.909517506,0.911891603,0.885410823,0.884462254,0.883603637,0.882836954,0.882163601,0.88157318,0.881056529,0.896131662,0.896021309,0.895944336,0.895880096,0.89584487,0.895769455,0.895696355,0.891641852,0.870312362,0.896208503,0.897078477,0.89850667,0.901533224,1
0.884163878,0.876994169,0.876856032,0.875872463,0.875163477,0.874336112,0.868864141,0.868480229,0.868140427,0.867838316,0.867567443,0.867325067,0.885089568,0.885145754,0.885127295,0.88507196,0.885040576,0.884959645,0.884446239,0.884389859,0.884294443,0.884253916,0.884251407,0.884163878,0.999365917,0.999298272,0.99922639,1,0.998536406,0.879445192,0.89199043,0.893437274,0.89514429,0.897164212,0.89954177,0.902359399,0.873456872,0.872557812,0.871740022,0.871007392,0.870362134,0.869795862,0.869299758,0.884904018,0.884800642,0.884731684,0.884673072,0.884645341,0.884568458,0.884493055,0.880180227,0.859205199,0.885088729,0.886090059,0.887701382,0.89061601,1
0.872331685,0.863607519,0.863137548,0.862260328,0.861602495,0.860817874,0.855523686,0.855149876,0.854818752,0.854524111,0.854258026,0.854021133,0.873112168,0.873188294,0.873185361,0.873147954,0.873139206,0.873075538,0.872628849,0.872571887,0.87247779,0.872434769,0.872427584,0.872331685,0.997602179,0.997480633,0.997350121,0.999165279,0.995300642,0.867170075,0.880565451,0.882210134,0.884206909,0.88658776,0.889400229,0.892738577,0.859975027,0.859107606,0.858316514,0.857606504,0.856979851,0.856429805,0.85594751,0.873039117,0.872946851,0.872887906,0.872838609,0.872819552,0.872746227,0.87267246,0.868011411,0.847446866,0.873418243,0.874601909,0.876411547,0.879169268,1
0.860055506,0.849461208,0.848406914,0.84744349,0.846791724,0.846018015,0.840803587,0.840434763,0.840107842,0.83981673,0.839551826,0.839317304,0.860660971,0.860752756,0.860763526,0.860744979,0.860757509,0.860712743,0.860350971,0.860296698,0.860208675,0.86016618,0.860155144,0.860055506,0.994761194,0.994599359,0.996113089,0.996727441,0.990381925,0.854322334,0.86886093,0.870776153,0.873128697,0.875935396,0.879248511,0.88317389,0.845187974,0.844334122,0.843555411,0.842856415,0.842238734,0.841696856,0.841221514,0.860695046,0.86061707,0.860569391,0.860532275,0.860522754,0.860457286,0.860388678,0.855298938,0.835192804,0.86134487,0.862755762,0.864777041,0.867363691,1
0.847487794,0.834760256,0.832889462,0.831649326,0.830959006,0.830164659,0.824932132,0.824563163,0.824235958,0.823944425,0.823677112,0.823441844,0.847902331,0.848004606,0.848026219,0.848025965,0.848057201,0.84803157,0.84776667,0.847717879,0.847639987,0.847600783,0.84758687,0.847487794,0.990901747,0.990712943,0.993505727,0.992754349,0.983882355,0.841068812,0.857053895,0.859308455,0.862076053,0.865365165,0.869234828,0.873802137,0.829323983,0.828465687,0.827685058,0.826985468,0.826367119,0.825825334,0.825350075,0.848030997,0.847969351,0.847933407,0.84791038,0.847910921,0.847856683,0.847796178,0.842206363,0.822598311,0.849015671,0.850692487,0.852938602,0.855370837,1
0.834780725,0.819702989,0.816809152,0.815107093,0.814334669,0.813488846,0.808141907,0.807767721,0.807435796,0.807139938,0.806866695,0.806627603,0.835002707,0.835109761,0.835138532,0.835154597,0.83520093,0.835193281,0.835030402,0.834989298,0.834924742,0.834891207,0.834875478,0.834780725,0.986091218,0.985888256,0.989554987,0.987330082,0.975919451,0.827576331,0.845315975,0.847972636,0.851206767,0.855025833,0.859497615,0.864749976,0.812614568,0.811734126,0.810937499,0.810225866,0.809597343,0.809047675,0.808565707,0.83520721,0.835162695,0.835138147,0.835130058,0.835140802,0.835100093,0.835049925,0.82889731,0.80981873,0.836577513,0.83855284,0.841037841,0.843360991,1
0.822085991,0.804480617,0.800386556,0.798045839,0.797149425,0.796222414,0.790667611,0.790283267,0.7899423,0.789638313,0.789355736,0.789109824,0.822127519,0.822233481,0.822265177,0.8222944,0.822351437,0.822359364,0.822296658,0.822264766,0.822215784,0.822189809,0.822173345,0.822085991,0.980406463,0.980501684,0.984336953,0.98055528,0.966625176,0.814011262,0.833810864,0.83692436,0.840667777,0.845054789,0.8501636,0.856132172,0.79529235,0.794372608,0.793546317,0.792811512,0.79216357,0.791598254,0.79110296,0.822384316,0.822356487,0.822342201,0.822348803,0.822369458,0.822343405,0.822305005,0.815535085,0.797009169,0.824176935,0.826477438,0.829216707,0.831500893,1
0.809554046,0.789277077,0.783836972,0.780692332,0.779632263,0.778595872,0.772743864,0.772344618,0.771990461,0.771674695,0.771379539,0.771123936,0.80943951,0.809538746,0.809568903,0.809607234,0.809670111,0.809690178,0.809719081,0.809697182,0.809664973,0.809647877,0.809631705,0.809554046,0.973933664,0.97498484,0.977944253,0.972545117,0.956143847,0.800538733,0.822691879,0.826307189,0.830593184,0.835576241,0.841346183,0.848050171,0.777588913,0.776613499,0.775744472,0.774975834,0.774299617,0.773711199,0.77319623,0.809722058,0.809709309,0.809703437,0.809723428,0.809753246,0.809741778,0.809715723,0.802281879,0.784323786,0.811959424,0.814606072,0.817616511,0.819951239,1
